"chr","coord","gene_name","refseqID","rel_location","utr5_st","utr5_end","cds_st","cds_end","utr3_st","utr3_end","utr5_size","cds_size","utr3_size"
"chr17",39724760,"ERBB2","ENST00000269571.10",1.62154989384289,2516,2342,2341,-1426,-1427,-2040,174,3767,613
"chr17",39724795,"ERBB2","ENST00000269571.10",1.63083864118896,2551,2377,2376,-1391,-1392,-2005,174,3767,613
"chr17",39724802,"ERBB2","ENST00000269571.10",1.63269639065817,2558,2384,2383,-1384,-1385,-1998,174,3767,613
"chr17",39724814,"ERBB2","ENST00000269571.10",1.63588110403397,2570,2396,2395,-1372,-1373,-1986,174,3767,613
"chr17",39724819,"ERBB2","ENST00000269571.10",1.63720806794055,2575,2401,2400,-1367,-1368,-1981,174,3767,613
"chr17",39724826,"ERBB2","ENST00000269571.10",1.63906581740977,2582,2408,2407,-1360,-1361,-1974,174,3767,613
"chr17",39724901,"ERBB2","ENST00000269571.10",1.65897027600849,2657,2483,2482,-1285,-1286,-1899,174,3767,613
"chr17",39724909,"ERBB2","ENST00000269571.10",1.66109341825902,2665,2491,2490,-1277,-1278,-1891,174,3767,613
"chr17",39725083,"ERBB2","ENST00000269571.10",1.67091295116773,2702,2528,2527,-1240,-1241,-1854,174,3767,613
"chr17",39725085,"ERBB2","ENST00000269571.10",1.67144373673036,2704,2530,2529,-1238,-1239,-1852,174,3767,613
"chr17",39725103,"ERBB2","ENST00000269571.10",1.67622080679406,2722,2548,2547,-1220,-1221,-1834,174,3767,613
"chr17",39725115,"ERBB2","ENST00000269571.10",1.67940552016985,2734,2560,2559,-1208,-1209,-1822,174,3767,613
"chr17",39725116,"ERBB2","ENST00000269571.10",1.67967091295117,2735,2561,2560,-1207,-1208,-1821,174,3767,613
"chr17",39725124,"ERBB2","ENST00000269571.10",1.6817940552017,2743,2569,2568,-1199,-1200,-1813,174,3767,613
"chr17",39725128,"ERBB2","ENST00000269571.10",1.68285562632696,2747,2573,2572,-1195,-1196,-1809,174,3767,613
"chr17",39725141,"ERBB2","ENST00000269571.10",1.68630573248408,2760,2586,2585,-1182,-1183,-1796,174,3767,613
"chr17",39725180,"ERBB2","ENST00000269571.10",1.69665605095541,2799,2625,2624,-1143,-1144,-1757,174,3767,613
"chr17",39725185,"ERBB2","ENST00000269571.10",1.697983014862,2804,2630,2629,-1138,-1139,-1752,174,3767,613
"chr17",39725188,"ERBB2","ENST00000269571.10",1.69877919320594,2807,2633,2632,-1135,-1136,-1749,174,3767,613
"chr17",39725192,"ERBB2","ENST00000269571.10",1.69984076433121,2811,2637,2636,-1131,-1132,-1745,174,3767,613
"chr17",39725202,"ERBB2","ENST00000269571.10",1.70249469214437,2821,2647,2646,-1121,-1122,-1735,174,3767,613
"chr17",39725333,"ERBB2","ENST00000269571.10",1.70488322717622,2830,2656,2655,-1112,-1113,-1726,174,3767,613
"chr17",39725342,"ERBB2","ENST00000269571.10",1.70727176220807,2839,2665,2664,-1103,-1104,-1717,174,3767,613
"chr17",39725375,"ERBB2","ENST00000269571.10",1.71602972399151,2872,2698,2697,-1070,-1071,-1684,174,3767,613
"chr17",39725379,"ERBB2","ENST00000269571.10",1.71709129511677,2876,2702,2701,-1066,-1067,-1680,174,3767,613
"chr17",39725382,"ERBB2","ENST00000269571.10",1.71788747346072,2879,2705,2704,-1063,-1064,-1677,174,3767,613
"chr17",39725722,"ERBB2","ENST00000269571.10",1.72744161358811,2915,2741,2740,-1027,-1028,-1641,174,3767,613
"chr17",39725727,"ERBB2","ENST00000269571.10",1.72876857749469,2920,2746,2745,-1022,-1023,-1636,174,3767,613
"chr17",39725749,"ERBB2","ENST00000269571.10",1.73460721868365,2942,2768,2767,-1000,-1001,-1614,174,3767,613
"chr17",39725762,"ERBB2","ENST00000269571.10",1.73805732484076,2955,2781,2780,-987,-988,-1601,174,3767,613
"chr17",39725788,"ERBB2","ENST00000269571.10",1.74495753715499,2981,2807,2806,-961,-962,-1575,174,3767,613
"chr17",39725809,"ERBB2","ENST00000269571.10",1.75053078556263,3002,2828,2827,-940,-941,-1554,174,3767,613
"chr17",39725817,"ERBB2","ENST00000269571.10",1.75265392781316,3010,2836,2835,-932,-933,-1546,174,3767,613
"chr17",39725836,"ERBB2","ENST00000269571.10",1.75769639065817,3029,2855,2854,-913,-914,-1527,174,3767,613
"chr17",39725850,"ERBB2","ENST00000269571.10",1.7614118895966,3043,2869,2868,-899,-900,-1513,174,3767,613
"chr17",39726590,"ERBB2","ENST00000269571.10",1.76990445859873,3075,2901,2900,-867,-868,-1481,174,3767,613
"chr17",39726591,"ERBB2","ENST00000269571.10",1.77016985138004,3076,2902,2901,-866,-867,-1480,174,3767,613
"chr17",39726630,"ERBB2","ENST00000269571.10",1.78052016985138,3115,2941,2940,-827,-828,-1441,174,3767,613
"chr17",39726640,"ERBB2","ENST00000269571.10",1.78317409766454,3125,2951,2950,-817,-818,-1431,174,3767,613
"chr17",39726836,"ERBB2","ENST00000269571.10",1.79405520169851,3166,2992,2991,-776,-777,-1390,174,3767,613
"chr17",39726858,"ERBB2","ENST00000269571.10",1.79989384288747,3188,3014,3013,-754,-755,-1368,174,3767,613
"chr17",39726884,"ERBB2","ENST00000269571.10",1.8067940552017,3214,3040,3039,-728,-729,-1342,174,3767,613
"chr17",39726924,"ERBB2","ENST00000269571.10",1.81740976645435,3254,3080,3079,-688,-689,-1302,174,3767,613
"chr17",39726927,"ERBB2","ENST00000269571.10",1.8182059447983,3257,3083,3082,-685,-686,-1299,174,3767,613
"chr17",39726943,"ERBB2","ENST00000269571.10",1.82245222929936,3273,3099,3098,-669,-670,-1283,174,3767,613
"chr17",39726968,"ERBB2","ENST00000269571.10",1.82908704883227,3298,3124,3123,-644,-645,-1258,174,3767,613
"chr17",39726978,"ERBB2","ENST00000269571.10",1.83174097664544,3308,3134,3133,-634,-635,-1248,174,3767,613
"chr17",39726980,"ERBB2","ENST00000269571.10",1.83227176220807,3310,3136,3135,-632,-633,-1246,174,3767,613
"chr17",39726989,"ERBB2","ENST00000269571.10",1.83466029723992,3319,3145,3144,-623,-624,-1237,174,3767,613
"chr17",39726998,"ERBB2","ENST00000269571.10",1.83704883227176,3328,3154,3153,-614,-615,-1228,174,3767,613
"chr17",39727001,"ERBB2","ENST00000269571.10",1.83784501061571,3331,3157,3156,-611,-612,-1225,174,3767,613
"chr17",39727315,"ERBB2","ENST00000269571.10",1.84394904458599,3354,3180,3179,-588,-589,-1202,174,3767,613
"chr17",39727336,"ERBB2","ENST00000269571.10",1.84952229299363,3375,3201,3200,-567,-568,-1181,174,3767,613
"chr17",39727363,"ERBB2","ENST00000269571.10",1.85668789808917,3402,3228,3227,-540,-541,-1154,174,3767,613
"chr17",39727371,"ERBB2","ENST00000269571.10",1.8588110403397,3410,3236,3235,-532,-533,-1146,174,3767,613
"chr17",39727417,"ERBB2","ENST00000269571.10",1.87101910828025,3456,3282,3281,-486,-487,-1100,174,3767,613
"chr17",39727421,"ERBB2","ENST00000269571.10",1.87208067940552,3460,3286,3285,-482,-483,-1096,174,3767,613
"chr17",39727422,"ERBB2","ENST00000269571.10",1.87234607218684,3461,3287,3286,-481,-482,-1095,174,3767,613
"chr17",39727431,"ERBB2","ENST00000269571.10",1.87473460721868,3470,3296,3295,-472,-473,-1086,174,3767,613
"chr17",39727442,"ERBB2","ENST00000269571.10",1.87765392781316,3481,3307,3306,-461,-462,-1075,174,3767,613
"chr17",39727454,"ERBB2","ENST00000269571.10",1.88083864118896,3493,3319,3318,-449,-450,-1063,174,3767,613
"chr17",39727462,"ERBB2","ENST00000269571.10",1.88296178343949,3501,3327,3326,-441,-442,-1055,174,3767,613
"chr17",39727464,"ERBB2","ENST00000269571.10",1.88349256900212,3503,3329,3328,-439,-440,-1053,174,3767,613
"chr17",39727472,"ERBB2","ENST00000269571.10",1.88561571125265,3511,3337,3336,-431,-432,-1045,174,3767,613
"chr17",39727484,"ERBB2","ENST00000269571.10",1.88880042462845,3523,3349,3348,-419,-420,-1033,174,3767,613
"chr17",39727486,"ERBB2","ENST00000269571.10",1.88933121019108,3525,3351,3350,-417,-418,-1031,174,3767,613
"chr17",39727515,"ERBB2","ENST00000269571.10",1.89702760084926,3554,3380,3379,-388,-389,-1002,174,3767,613
"chr17",39727535,"ERBB2","ENST00000269571.10",1.90233545647558,3574,3400,3399,-368,-369,-982,174,3767,613
"chr17",39727542,"ERBB2","ENST00000269571.10",1.9041932059448,3581,3407,3406,-361,-362,-975,174,3767,613
"chr17",39727692,"ERBB2","ENST00000269571.10",1.90658174097665,3590,3416,3415,-352,-353,-966,174,3767,613
"chr17",39727701,"ERBB2","ENST00000269571.10",1.90897027600849,3599,3425,3424,-343,-344,-957,174,3767,613
"chr17",39727705,"ERBB2","ENST00000269571.10",1.91003184713376,3603,3429,3428,-339,-340,-953,174,3767,613
"chr17",39727719,"ERBB2","ENST00000269571.10",1.91374734607219,3617,3443,3442,-325,-326,-939,174,3767,613
"chr17",39727787,"ERBB2","ENST00000269571.10",1.9317940552017,3685,3511,3510,-257,-258,-871,174,3767,613
"chr17",39727788,"ERBB2","ENST00000269571.10",1.93205944798301,3686,3512,3511,-256,-257,-870,174,3767,613
"chr17",39727790,"ERBB2","ENST00000269571.10",1.93259023354565,3688,3514,3513,-254,-255,-868,174,3767,613
"chr17",39727801,"ERBB2","ENST00000269571.10",1.93550955414013,3699,3525,3524,-243,-244,-857,174,3767,613
"chr17",39727820,"ERBB2","ENST00000269571.10",1.94055201698514,3718,3544,3543,-224,-225,-838,174,3767,613
"chr17",39727821,"ERBB2","ENST00000269571.10",1.94081740976645,3719,3545,3544,-223,-224,-837,174,3767,613
"chr17",39727824,"ERBB2","ENST00000269571.10",1.9416135881104,3722,3548,3547,-220,-221,-834,174,3767,613
"chr17",39727868,"ERBB2","ENST00000269571.10",1.95329087048832,3766,3592,3591,-176,-177,-790,174,3767,613
"chr17",39727870,"ERBB2","ENST00000269571.10",1.95382165605096,3768,3594,3593,-174,-175,-788,174,3767,613
"chr17",39727875,"ERBB2","ENST00000269571.10",1.95514861995754,3773,3599,3598,-169,-170,-783,174,3767,613
"chr17",39727893,"ERBB2","ENST00000269571.10",1.95992569002123,3791,3617,3616,-151,-152,-765,174,3767,613
"chr17",39727899,"ERBB2","ENST00000269571.10",1.96151804670913,3797,3623,3622,-145,-146,-759,174,3767,613
"chr17",39727916,"ERBB2","ENST00000269571.10",1.96602972399151,3814,3640,3639,-128,-129,-742,174,3767,613
"chr17",39727921,"ERBB2","ENST00000269571.10",1.96735668789809,3819,3645,3644,-123,-124,-737,174,3767,613
"chr17",39727941,"ERBB2","ENST00000269571.10",1.97266454352442,3839,3665,3664,-103,-104,-717,174,3767,613
"chr17",39727947,"ERBB2","ENST00000269571.10",1.97425690021231,3845,3671,3670,-97,-98,-711,174,3767,613
"chr17",39727950,"ERBB2","ENST00000269571.10",1.97505307855626,3848,3674,3673,-94,-95,-708,174,3767,613
"chr17",39727953,"ERBB2","ENST00000269571.10",1.97584925690021,3851,3677,3676,-91,-92,-705,174,3767,613
"chr17",39727957,"ERBB2","ENST00000269571.10",1.97691082802548,3855,3681,3680,-87,-88,-701,174,3767,613
"chr17",39727960,"ERBB2","ENST00000269571.10",1.97770700636943,3858,3684,3683,-84,-85,-698,174,3767,613
"chr17",39727975,"ERBB2","ENST00000269571.10",1.98168789808917,3873,3699,3698,-69,-70,-683,174,3767,613
"chr17",39727979,"ERBB2","ENST00000269571.10",1.98274946921444,3877,3703,3702,-65,-66,-679,174,3767,613
"chr17",39727988,"ERBB2","ENST00000269571.10",1.98513800424628,3886,3712,3711,-56,-57,-670,174,3767,613
"chr17",39727990,"ERBB2","ENST00000269571.10",1.98566878980892,3888,3714,3713,-54,-55,-668,174,3767,613
"chr17",39727994,"ERBB2","ENST00000269571.10",1.98673036093418,3892,3718,3717,-50,-51,-664,174,3767,613
"chr17",39727996,"ERBB2","ENST00000269571.10",1.98726114649682,3894,3720,3719,-48,-49,-662,174,3767,613
"chr17",39728000,"ERBB2","ENST00000269571.10",1.98832271762208,3898,3724,3723,-44,-45,-658,174,3767,613
"chr17",39728005,"ERBB2","ENST00000269571.10",1.98964968152866,3903,3729,3728,-39,-40,-653,174,3767,613
"chr17",39728014,"ERBB2","ENST00000269571.10",1.99203821656051,3912,3738,3737,-30,-31,-644,174,3767,613
"chr17",39728031,"ERBB2","ENST00000269571.10",1.99654989384289,3929,3755,3754,-13,-14,-627,174,3767,613
"chr17",39728038,"ERBB2","ENST00000269571.10",1.9984076433121,3936,3762,3761,-6,-7,-620,174,3767,613
"chr17",39729540,"MIEN1","ENST00000394231.8",1.94827586206897,366,330,329,-18,-19,-1030,36,347,1011
"chr17",39729544,"MIEN1","ENST00000394231.8",1.9367816091954,362,326,325,-22,-23,-1034,36,347,1011
"chr17",39729564,"MIEN1","ENST00000394231.8",1.87931034482759,342,306,305,-42,-43,-1054,36,347,1011
"chr17",39729565,"MIEN1","ENST00000394231.8",1.8764367816092,341,305,304,-43,-44,-1055,36,347,1011
"chr17",39729581,"MIEN1","ENST00000394231.8",1.83045977011494,325,289,288,-59,-60,-1071,36,347,1011
"chr17",39729587,"MIEN1","ENST00000394231.8",1.8132183908046,319,283,282,-65,-66,-1077,36,347,1011
"chr17",39729588,"MIEN1","ENST00000394231.8",1.81034482758621,318,282,281,-66,-67,-1078,36,347,1011
"chr17",39729692,"MIEN1","ENST00000394231.8",1.73850574712644,293,257,256,-91,-92,-1103,36,347,1011
"chr17",39729720,"MIEN1","ENST00000394231.8",1.65804597701149,265,229,228,-119,-120,-1131,36,347,1011
"chr17",39730195,"MIEN1","ENST00000394231.8",1.53448275862069,222,186,185,-162,-163,-1174,36,347,1011
"chr17",39730214,"MIEN1","ENST00000394231.8",1.47988505747126,203,167,166,-181,-182,-1193,36,347,1011
"chr17",39730235,"MIEN1","ENST00000394231.8",1.41954022988506,182,146,145,-202,-203,-1214,36,347,1011
"chr17",39730251,"MIEN1","ENST00000394231.8",1.3735632183908,166,130,129,-218,-219,-1230,36,347,1011
"chr17",39730423,"MIEN1","ENST00000394231.8",1.20977011494253,109,73,72,-275,-276,-1287,36,347,1011
"chr17",40163508,"CASC3","ENST00000264645.12",1.38494318181818,824,813,812,-1299,-1300,-3065,11,2111,1765
"chr17",40163549,"CASC3","ENST00000264645.12",1.40435606060606,865,854,853,-1258,-1259,-3024,11,2111,1765
"chr17",40163568,"CASC3","ENST00000264645.12",1.41335227272727,884,873,872,-1239,-1240,-3005,11,2111,1765
"chr17",40163571,"CASC3","ENST00000264645.12",1.41477272727273,887,876,875,-1236,-1237,-3002,11,2111,1765
"chr17",40163574,"CASC3","ENST00000264645.12",1.41619318181818,890,879,878,-1233,-1234,-2999,11,2111,1765
"chr17",40163575,"CASC3","ENST00000264645.12",1.41666666666667,891,880,879,-1232,-1233,-2998,11,2111,1765
"chr17",40163578,"CASC3","ENST00000264645.12",1.41808712121212,894,883,882,-1229,-1230,-2995,11,2111,1765
"chr17",40163601,"CASC3","ENST00000264645.12",1.42897727272727,917,906,905,-1206,-1207,-2972,11,2111,1765
"chr17",40163653,"CASC3","ENST00000264645.12",1.45359848484848,969,958,957,-1154,-1155,-2920,11,2111,1765
"chr17",40163684,"CASC3","ENST00000264645.12",1.46827651515152,1000,989,988,-1123,-1124,-2889,11,2111,1765
"chr17",40163696,"CASC3","ENST00000264645.12",1.47395833333333,1012,1001,1000,-1111,-1112,-2877,11,2111,1765
"chr17",40163699,"CASC3","ENST00000264645.12",1.47537878787879,1015,1004,1003,-1108,-1109,-2874,11,2111,1765
"chr17",40163719,"CASC3","ENST00000264645.12",1.48484848484848,1035,1024,1023,-1088,-1089,-2854,11,2111,1765
"chr17",40163741,"CASC3","ENST00000264645.12",1.49526515151515,1057,1046,1045,-1066,-1067,-2832,11,2111,1765
"chr17",40163748,"CASC3","ENST00000264645.12",1.49857954545455,1064,1053,1052,-1059,-1060,-2825,11,2111,1765
"chr17",40163762,"CASC3","ENST00000264645.12",1.50520833333333,1078,1067,1066,-1045,-1046,-2811,11,2111,1765
"chr17",40163787,"CASC3","ENST00000264645.12",1.51704545454545,1103,1092,1091,-1020,-1021,-2786,11,2111,1765
"chr17",40163793,"CASC3","ENST00000264645.12",1.51988636363636,1109,1098,1097,-1014,-1015,-2780,11,2111,1765
"chr17",40163802,"CASC3","ENST00000264645.12",1.52414772727273,1118,1107,1106,-1005,-1006,-2771,11,2111,1765
"chr17",40163838,"CASC3","ENST00000264645.12",1.54119318181818,1154,1143,1142,-969,-970,-2735,11,2111,1765
"chr17",40163844,"CASC3","ENST00000264645.12",1.54403409090909,1160,1149,1148,-963,-964,-2729,11,2111,1765
"chr17",40163847,"CASC3","ENST00000264645.12",1.54545454545455,1163,1152,1151,-960,-961,-2726,11,2111,1765
"chr17",40163916,"CASC3","ENST00000264645.12",1.578125,1232,1221,1220,-891,-892,-2657,11,2111,1765
"chr17",40163923,"CASC3","ENST00000264645.12",1.58143939393939,1239,1228,1227,-884,-885,-2650,11,2111,1765
"chr17",40163946,"CASC3","ENST00000264645.12",1.59232954545455,1262,1251,1250,-861,-862,-2627,11,2111,1765
"chr17",40163958,"CASC3","ENST00000264645.12",1.59801136363636,1274,1263,1262,-849,-850,-2615,11,2111,1765
"chr17",40163982,"CASC3","ENST00000264645.12",1.609375,1298,1287,1286,-825,-826,-2591,11,2111,1765
"chr17",40163985,"CASC3","ENST00000264645.12",1.61079545454545,1301,1290,1289,-822,-823,-2588,11,2111,1765
"chr17",40163994,"CASC3","ENST00000264645.12",1.61505681818182,1310,1299,1298,-813,-814,-2579,11,2111,1765
"chr17",40164009,"CASC3","ENST00000264645.12",1.62215909090909,1325,1314,1313,-798,-799,-2564,11,2111,1765
"chr17",40164022,"CASC3","ENST00000264645.12",1.62831439393939,1338,1327,1326,-785,-786,-2551,11,2111,1765
"chr17",40164027,"CASC3","ENST00000264645.12",1.63068181818182,1343,1332,1331,-780,-781,-2546,11,2111,1765
"chr17",40164072,"CASC3","ENST00000264645.12",1.65198863636364,1388,1377,1376,-735,-736,-2501,11,2111,1765
"chr17",40164078,"CASC3","ENST00000264645.12",1.65482954545455,1394,1383,1382,-729,-730,-2495,11,2111,1765
"chr17",40164086,"CASC3","ENST00000264645.12",1.65861742424242,1402,1391,1390,-721,-722,-2487,11,2111,1765
"chr17",40164111,"CASC3","ENST00000264645.12",1.67045454545455,1427,1416,1415,-696,-697,-2462,11,2111,1765
"chr17",40164116,"CASC3","ENST00000264645.12",1.67282196969697,1432,1421,1420,-691,-692,-2457,11,2111,1765
"chr17",40164134,"CASC3","ENST00000264645.12",1.6813446969697,1450,1439,1438,-673,-674,-2439,11,2111,1765
"chr17",40164149,"CASC3","ENST00000264645.12",1.68844696969697,1465,1454,1453,-658,-659,-2424,11,2111,1765
"chr17",40164153,"CASC3","ENST00000264645.12",1.69034090909091,1469,1458,1457,-654,-655,-2420,11,2111,1765
"chr17",40166811,"CASC3","ENST00000264645.12",1.70359848484848,1497,1486,1485,-626,-627,-2392,11,2111,1765
"chr17",40166815,"CASC3","ENST00000264645.12",1.70549242424242,1501,1490,1489,-622,-623,-2388,11,2111,1765
"chr17",40166817,"CASC3","ENST00000264645.12",1.70643939393939,1503,1492,1491,-620,-621,-2386,11,2111,1765
"chr17",40166825,"CASC3","ENST00000264645.12",1.71022727272727,1511,1500,1499,-612,-613,-2378,11,2111,1765
"chr17",40166834,"CASC3","ENST00000264645.12",1.71448863636364,1520,1509,1508,-603,-604,-2369,11,2111,1765
"chr17",40167505,"CASC3","ENST00000264645.12",1.73106060606061,1555,1544,1543,-568,-569,-2334,11,2111,1765
"chr17",40167519,"CASC3","ENST00000264645.12",1.73768939393939,1569,1558,1557,-554,-555,-2320,11,2111,1765
"chr17",40167526,"CASC3","ENST00000264645.12",1.74100378787879,1576,1565,1564,-547,-548,-2313,11,2111,1765
"chr17",40167535,"CASC3","ENST00000264645.12",1.74526515151515,1585,1574,1573,-538,-539,-2304,11,2111,1765
"chr17",40167554,"CASC3","ENST00000264645.12",1.75426136363636,1604,1593,1592,-519,-520,-2285,11,2111,1765
"chr17",40167572,"CASC3","ENST00000264645.12",1.76278409090909,1622,1611,1610,-501,-502,-2267,11,2111,1765
"chr17",40167859,"CASC3","ENST00000264645.12",1.78645833333333,1672,1661,1660,-451,-452,-2217,11,2111,1765
"chr17",40167871,"CASC3","ENST00000264645.12",1.79214015151515,1684,1673,1672,-439,-440,-2205,11,2111,1765
"chr17",40167877,"CASC3","ENST00000264645.12",1.79498106060606,1690,1679,1678,-433,-434,-2199,11,2111,1765
"chr17",40167885,"CASC3","ENST00000264645.12",1.79876893939394,1698,1687,1686,-425,-426,-2191,11,2111,1765
"chr17",40167905,"CASC3","ENST00000264645.12",1.80823863636364,1718,1707,1706,-405,-406,-2171,11,2111,1765
"chr17",40167907,"CASC3","ENST00000264645.12",1.80918560606061,1720,1709,1708,-403,-404,-2169,11,2111,1765
"chr17",40167922,"CASC3","ENST00000264645.12",1.81628787878788,1735,1724,1723,-388,-389,-2154,11,2111,1765
"chr17",40168215,"CASC3","ENST00000264645.12",1.83475378787879,1774,1763,1762,-349,-350,-2115,11,2111,1765
"chr17",40168218,"CASC3","ENST00000264645.12",1.83617424242424,1777,1766,1765,-346,-347,-2112,11,2111,1765
"chr17",40168225,"CASC3","ENST00000264645.12",1.83948863636364,1784,1773,1772,-339,-340,-2105,11,2111,1765
"chr17",40168251,"CASC3","ENST00000264645.12",1.85179924242424,1810,1799,1798,-313,-314,-2079,11,2111,1765
"chr17",40168258,"CASC3","ENST00000264645.12",1.85511363636364,1817,1806,1805,-306,-307,-2072,11,2111,1765
"chr17",40168261,"CASC3","ENST00000264645.12",1.85653409090909,1820,1809,1808,-303,-304,-2069,11,2111,1765
"chr17",40168268,"CASC3","ENST00000264645.12",1.85984848484848,1827,1816,1815,-296,-297,-2062,11,2111,1765
"chr17",40168293,"CASC3","ENST00000264645.12",1.87168560606061,1852,1841,1840,-271,-272,-2037,11,2111,1765
"chr17",40168296,"CASC3","ENST00000264645.12",1.87310606060606,1855,1844,1843,-268,-269,-2034,11,2111,1765
"chr17",40168327,"CASC3","ENST00000264645.12",1.88778409090909,1886,1875,1874,-237,-238,-2003,11,2111,1765
"chr17",40168334,"CASC3","ENST00000264645.12",1.89109848484848,1893,1882,1881,-230,-231,-1996,11,2111,1765
"chr17",40168338,"CASC3","ENST00000264645.12",1.89299242424242,1897,1886,1885,-226,-227,-1992,11,2111,1765
"chr17",40168352,"CASC3","ENST00000264645.12",1.89962121212121,1911,1900,1899,-212,-213,-1978,11,2111,1765
"chr17",40168356,"CASC3","ENST00000264645.12",1.90151515151515,1915,1904,1903,-208,-209,-1974,11,2111,1765
"chr17",40168362,"CASC3","ENST00000264645.12",1.90435606060606,1921,1910,1909,-202,-203,-1968,11,2111,1765
"chr17",40168369,"CASC3","ENST00000264645.12",1.90767045454545,1928,1917,1916,-195,-196,-1961,11,2111,1765
"chr17",40168375,"CASC3","ENST00000264645.12",1.91051136363636,1934,1923,1922,-189,-190,-1955,11,2111,1765
"chr17",40168387,"CASC3","ENST00000264645.12",1.91619318181818,1946,1935,1934,-177,-178,-1943,11,2111,1765
"chr17",40168390,"CASC3","ENST00000264645.12",1.91761363636364,1949,1938,1937,-174,-175,-1940,11,2111,1765
"chr17",40168398,"CASC3","ENST00000264645.12",1.92140151515152,1957,1946,1945,-166,-167,-1932,11,2111,1765
"chr17",40169334,"CASC3","ENST00000264645.12",1.93560606060606,1987,1976,1975,-136,-137,-1902,11,2111,1765
"chr17",40169338,"CASC3","ENST00000264645.12",1.9375,1991,1980,1979,-132,-133,-1898,11,2111,1765
"chr17",40169370,"CASC3","ENST00000264645.12",1.95265151515152,2023,2012,2011,-100,-101,-1866,11,2111,1765
"chr17",40169373,"CASC3","ENST00000264645.12",1.95407196969697,2026,2015,2014,-97,-98,-1863,11,2111,1765
"chr17",40169382,"CASC3","ENST00000264645.12",1.95833333333333,2035,2024,2023,-88,-89,-1854,11,2111,1765
"chr17",40169415,"CASC3","ENST00000264645.12",1.97395833333333,2068,2057,2056,-55,-56,-1821,11,2111,1765
"chr17",40169419,"CASC3","ENST00000264645.12",1.97585227272727,2072,2061,2060,-51,-52,-1817,11,2111,1765
"chr17",40169423,"CASC3","ENST00000264645.12",1.97774621212121,2076,2065,2064,-47,-48,-1813,11,2111,1765
"chr17",40169440,"CASC3","ENST00000264645.12",1.98579545454545,2093,2082,2081,-30,-31,-1796,11,2111,1765
"chr17",40169607,"CASC3","ENST00000264645.12",1.99337121212121,2109,2098,2097,-14,-15,-1780,11,2111,1765
"chr17",40169616,"CASC3","ENST00000264645.12",1.99763257575758,2118,2107,2106,-5,-6,-1771,11,2111,1765
"chr17",43045689,"BRCA1","ENST00000352993.7",1.9949215143121,2273,2155,2154,-11,-12,-1394,118,2165,1382
"chr17",43045691,"BRCA1","ENST00000352993.7",1.99399815327793,2271,2153,2152,-13,-14,-1396,118,2165,1382
"chr17",43045700,"BRCA1","ENST00000352993.7",1.98984302862419,2262,2144,2143,-22,-23,-1405,118,2165,1382
"chr17",43045712,"BRCA1","ENST00000352993.7",1.98430286241921,2250,2132,2131,-34,-35,-1417,118,2165,1382
"chr17",43045718,"BRCA1","ENST00000352993.7",1.98153277931671,2244,2126,2125,-40,-41,-1423,118,2165,1382
"chr17",43045733,"BRCA1","ENST00000352993.7",1.97460757156048,2229,2111,2110,-55,-56,-1438,118,2165,1382
"chr17",43045736,"BRCA1","ENST00000352993.7",1.97322253000923,2226,2108,2107,-58,-59,-1441,118,2165,1382
"chr17",43045744,"BRCA1","ENST00000352993.7",1.96952908587258,2218,2100,2099,-66,-67,-1449,118,2165,1382
"chr17",43045749,"BRCA1","ENST00000352993.7",1.96722068328717,2213,2095,2094,-71,-72,-1454,118,2165,1382
"chr17",43045751,"BRCA1","ENST00000352993.7",1.966297322253,2211,2093,2092,-73,-74,-1456,118,2165,1382
"chr17",43045793,"BRCA1","ENST00000352993.7",1.94690674053555,2169,2051,2050,-115,-116,-1498,118,2165,1382
"chr17",43045801,"BRCA1","ENST00000352993.7",1.94321329639889,2161,2043,2042,-123,-124,-1506,118,2165,1382
"chr17",50056440,"ITGA3","ENST00000320031.13",1.00031685678074,330,1,0,-3155,-3156,-4558,329,3155,1402
"chr17",50056475,"ITGA3","ENST00000320031.13",1.01140684410646,365,36,35,-3120,-3121,-4523,329,3155,1402
"chr17",50056503,"ITGA3","ENST00000320031.13",1.02027883396705,393,64,63,-3092,-3093,-4495,329,3155,1402
"chr17",50056539,"ITGA3","ENST00000320031.13",1.03168567807351,429,100,99,-3056,-3057,-4459,329,3155,1402
"chr17",50056562,"ITGA3","ENST00000320031.13",1.03897338403042,452,123,122,-3033,-3034,-4436,329,3155,1402
"chr17",50056621,"ITGA3","ENST00000320031.13",1.05766793409379,511,182,181,-2974,-2975,-4377,329,3155,1402
"chr17",50056625,"ITGA3","ENST00000320031.13",1.05893536121673,515,186,185,-2970,-2971,-4373,329,3155,1402
"chr17",50056633,"ITGA3","ENST00000320031.13",1.06147021546261,523,194,193,-2962,-2963,-4365,329,3155,1402
"chr17",50076353,"ITGA3","ENST00000320031.13",1.53929024081115,2031,1702,1701,-1454,-1455,-2857,329,3155,1402
"chr17",50076356,"ITGA3","ENST00000320031.13",1.54024081115336,2034,1705,1704,-1451,-1452,-2854,329,3155,1402
"chr17",50076359,"ITGA3","ENST00000320031.13",1.54119138149556,2037,1708,1707,-1448,-1449,-2851,329,3155,1402
"chr17",50076389,"ITGA3","ENST00000320031.13",1.55069708491762,2067,1738,1737,-1418,-1419,-2821,329,3155,1402
"chr17",50076426,"ITGA3","ENST00000320031.13",1.56242078580482,2104,1775,1774,-1381,-1382,-2784,329,3155,1402
